full_path,label,choice_1,choice_2,choice_3,choice_4,choice_5,human_choice,choice,choice_is_human
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/GyjPg9e1lvs_000085_000088,shooting basketball,shooting basketball,eating cake,flying kite,skipping rope,sweeping floor,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/lSxv5M4-8tE_000040_000041,shooting basketball,drinking,eating ice cream,playing basketball,shooting basketball,walking the dog,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/nrlWz4aIkRI_000003_000004,shooting basketball,eating cake,archery,surfing water,shooting basketball,playing volleyball,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/XvpuGCv9hyo_000029_000030,shooting basketball,reading book,playing volleyball,clean and jerk,shooting basketball,surfing water,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/YfTcVAUWc74_000004_000006,shooting basketball,clean and jerk,playing bass guitar,climbing a rope,shooting basketball,playing tennis,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/canoeing or kayaking/o5soCfdcNdU_000000_000010,canoeing or kayaking,playing accordion,canoeing or kayaking,flying kite,climbing a rope,tying tie,2,E,False
/n/fs/visualai-scr/Data/Mimetics2/canoeing or kayaking/89BVtt8r0hQ_000025_000030,canoeing or kayaking,clean and jerk,catching or throwing frisbee,playing bass guitar,sweeping floor,canoeing or kayaking,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/canoeing or kayaking/T7mhaaJ70u4_000013_000016,canoeing or kayaking,skiing slalom,playing volleyball,punching person (boxing),brushing hair,canoeing or kayaking,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/surfing water/zVk-hIYzOXY_000114_000119,surfing water,drinking,juggling soccer ball,playing bass guitar,driving car,surfing water,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/surfing water/TRcCyetKj0o_000188_000192,surfing water,drinking,sword fighting,canoeing or kayaking,surfing water,playing basketball,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/surfing water/bMNS3HYVpa0_000005_000011,surfing water,surfing water,playing saxophone,playing volleyball,brushing teeth,archery,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing volleyball/4mW-7bipojM_000072_000079,playing volleyball,bowling,playing volleyball,playing bass guitar,playing piano,deadlifting,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing volleyball/eGDD8GeE0qo_000034_000044,playing volleyball,playing accordion,canoeing or kayaking,walking the dog,catching or throwing frisbee,playing volleyball,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/playing volleyball/L4lqtPwU5vY_000149_000158,playing volleyball,playing violin,cleaning windows,playing piano,opening bottle,playing volleyball,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/opening bottle/7by8NBSszwk_000004_000005,opening bottle,drinking,opening bottle,cleaning windows,punching person (boxing),sword fighting,2,D,False
/n/fs/visualai-scr/Data/Mimetics2/opening bottle/C_zr0Kq_qfg_000065_000067,opening bottle,opening bottle,climbing a rope,deadlifting,skiing (not slalom or crosscountry),playing volleyball,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing piano/m-H7X-deSTk_000012_000017,playing piano,bowling,catching or throwing frisbee,playing piano,deadlifting,walking the dog,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing piano/yTWTsSIykcg_000000_000010,playing piano,dribbling basketball,playing volleyball,playing piano,brushing teeth,skiing (not slalom or crosscountry),3,C,True
/n/fs/visualai-scr/Data/Mimetics2/playing piano/cmM4OrWuj_M_000002_000010,playing piano,reading newspaper,walking the dog,climbing ladder,flying kite,playing piano,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/playing piano/L2-iSLXXUjc_000052_000058,playing piano,skiing (not slalom or crosscountry),playing piano,flying kite,playing trumpet,catching or throwing frisbee,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/writing/CX77AwLLDcE_000026_000028,writing,skiing (not slalom or crosscountry),writing,playing tennis,climbing a rope,juggling balls,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/writing/N4WKMa_KKYc_000017_000019,writing,opening bottle,reading newspaper,catching or throwing frisbee,writing,clean and jerk,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/writing/UOJPlbURmwM_000048_000049,writing,smoking,dribbling basketball,eating ice cream,writing,bowling,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/writing/aGZL2rw-qtk_000117_000127,writing,punching person (boxing),catching or throwing frisbee,climbing a rope,writing,catching or throwing baseball,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/BdEDEi_LFOA_000021_000023,dribbling basketball,playing accordion,playing trumpet,dribbling basketball,climbing a rope,brushing hair,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/cIJd33dNr-4_000006_000012,dribbling basketball,playing trumpet,driving car,climbing a rope,climbing ladder,dribbling basketball,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/3cFRbGaV5-k_000004_000008,dribbling basketball,shooting basketball,punching person (boxing),dribbling basketball,archery,golf driving,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/sByIMfW6aI0_000020_000021,dribbling basketball,dribbling basketball,eating ice cream,catching or throwing frisbee,climbing ladder,playing trumpet,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/reading newspaper/oxmXnucXlMQ_000150_000154,reading newspaper,punching person (boxing),reading newspaper,catching or throwing frisbee,golf driving,playing guitar,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/reading newspaper/-CY1TkCMwjM_000041_000051,reading newspaper,smoking,eating cake,shooting goal (soccer),reading newspaper,catching or throwing frisbee,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/reading newspaper/JV3qQldC1eg_000296_000302,reading newspaper,catching or throwing baseball,playing basketball,reading newspaper,flying kite,hurdling,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing violin/L71DUOPJn88_000136_000138,playing violin,golf driving,climbing a rope,playing violin,hitting baseball,climbing ladder,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/playing violin/kfvNRCtoyZc_000020_000028,playing violin,reading book,playing tennis,playing violin,playing basketball,flying kite,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing violin/hQmoQOJZqok_000050_000056,playing violin,playing violin,deadlifting,golf driving,brushing teeth,canoeing or kayaking,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing violin/U4SUGeh27RA_000006_000008,playing violin,skiing (not slalom or crosscountry),skiing slalom,playing violin,deadlifting,dribbling basketball,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing violin/q-rGl0v0KI8_000030_000035,playing violin,playing basketball,skipping rope,playing violin,bowling,playing saxophone,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/juggling balls/EJqkPjB6EpQ_000074_000076,juggling balls,deadlifting,archery,catching or throwing baseball,golf driving,juggling balls,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/juggling balls/dbPOVCeb8dU_000351_000353,juggling balls,sword fighting,bowling,juggling balls,shooting basketball,climbing a rope,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/juggling balls/dS3Hc-5o9Z8_000026_000031,juggling balls,juggling balls,skiing slalom,drinking,catching or throwing baseball,reading book,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/G7UveGPjZR8_000000_000006,playing trumpet,clean and jerk,flying kite,playing trumpet,brushing teeth,skiing slalom,3,D,False
/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/f-A2Wa8jR7s_000005_000008,playing trumpet,juggling soccer ball,tying tie,playing trumpet,shooting basketball,playing guitar,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/ow-WRihXwm0_000003_000013,playing trumpet,hitting baseball,archery,bowling,playing trumpet,reading book,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/smoking/z9r4IWdxW1w_000091_000094,smoking,playing volleyball,clean and jerk,opening bottle,smoking,driving car,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/smoking/JiYtY-UpV_E_000000_000010,smoking,canoeing or kayaking,deadlifting,catching or throwing frisbee,juggling soccer ball,smoking,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/smoking/PZxs-3Mfnr8_000250_000254,smoking,walking the dog,playing violin,eating ice cream,sweeping floor,smoking,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/smoking/Tc78yPv_ztM_000029_000031,smoking,dribbling basketball,smoking,climbing ladder,tying tie,skiing (not slalom or crosscountry),2,B,True
/n/fs/visualai-scr/Data/Mimetics2/smoking/oxmXnucXlMQ_000165_000171,smoking,smoking,writing,dribbling basketball,deadlifting,cleaning windows,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/j11ARKpK-8Q_000067_000069,shooting goal (soccer),driving car,climbing a rope,shooting goal (soccer),tying tie,playing saxophone,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/vlxFyd_hi7I_000090_000093,shooting goal (soccer),archery,reading book,drinking,shooting goal (soccer),catching or throwing frisbee,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/Y22Tr4_naSk_000037_000039,shooting goal (soccer),drinking,shooting goal (soccer),hitting baseball,shooting basketball,playing bass guitar,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/hitting baseball/IL_G87_XyxU_000081_000083,hitting baseball,hitting baseball,reading newspaper,tying tie,deadlifting,driving car,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/hitting baseball/lpZs8sx51tk_000015_000017,hitting baseball,playing tennis,playing guitar,hitting baseball,smoking,juggling balls,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/hitting baseball/S64EAB8haMw_000015_000019,hitting baseball,playing accordion,juggling balls,playing violin,dunking basketball,hitting baseball,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/hitting baseball/NAkrjA7GR84_000112_000115,hitting baseball,hitting baseball,skipping rope,cleaning windows,skiing (not slalom or crosscountry),dribbling basketball,1,B,False
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/XUwYB1vVgK0_000106_000110,sword fighting,playing volleyball,sword fighting,playing saxophone,playing trumpet,playing violin,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/JvfW7e6H-io_000043_000045,sword fighting,playing tennis,playing trumpet,smoking,sword fighting,playing bass guitar,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/n7isYwg7ooc_000183_000186,sword fighting,hurdling,sword fighting,playing tennis,flying kite,brushing teeth,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/mJ0yvdpCZdc_000000_000009,sword fighting,clean and jerk,walking the dog,opening bottle,catching or throwing baseball,sword fighting,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/climbing ladder/SdY0GFiME2c_000457_000461,climbing ladder,canoeing or kayaking,hurdling,walking the dog,climbing ladder,eating cake,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/climbing ladder/CRSVqiLk8OQ_000036_000046,climbing ladder,reading book,hurdling,climbing ladder,cleaning windows,opening bottle,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/climbing ladder/nG7nXhS_Iq8_000185_000195,climbing ladder,playing piano,climbing ladder,clean and jerk,playing basketball,climbing a rope,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/climbing ladder/Fii2Pf_UBGA_000000_000003,climbing ladder,drinking,catching or throwing frisbee,flying kite,brushing teeth,climbing ladder,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing bass guitar/A4nytLns0_M_000072_000076,playing bass guitar,climbing a rope,playing bass guitar,drinking,juggling soccer ball,walking the dog,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing bass guitar/dThVRcijxZQ_000010_000020,playing bass guitar,bowling,climbing ladder,playing bass guitar,juggling soccer ball,flying kite,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/playing bass guitar/pbCEaGyf-Rs_000012_000022,playing bass guitar,archery,skiing (not slalom or crosscountry),juggling balls,playing bass guitar,reading newspaper,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/XAZML7RXsww_000111_000114,playing tennis,archery,playing tennis,brushing teeth,playing violin,deadlifting,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/1uO6_0Ii-gw_000076_000078,playing tennis,climbing ladder,hitting baseball,reading book,playing tennis,walking the dog,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/UqzbgSuea94_000000_000004,playing tennis,punching person (boxing),playing volleyball,hitting baseball,playing tennis,catching or throwing frisbee,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/RVlKVMy-oxI_000143_000147,playing tennis,playing tennis,hitting baseball,playing trumpet,climbing a rope,clean and jerk,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/rUn1mjk3LhE_000015_000018,playing tennis,surfing water,playing tennis,sweeping floor,reading book,clean and jerk,2,E,False
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/x8vuJPisFOg_000008_000015,climbing a rope,sword fighting,climbing a rope,playing guitar,playing piano,juggling soccer ball,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/29CXH6FI8W4_000018_000023,climbing a rope,climbing a rope,catching or throwing baseball,playing volleyball,walking the dog,playing basketball,1,B,False
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/TTXE56hW3jw_000008_000018,climbing a rope,writing,dunking basketball,playing accordion,climbing a rope,drinking,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/golf driving/zLr8OGVDTFA_000005_000008,golf driving,punching person (boxing),eating cake,sword fighting,climbing ladder,golf driving,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/golf driving/SLQOMHEeURM_000180_000184,golf driving,driving car,hurdling,deadlifting,cleaning windows,golf driving,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/golf driving/htZoKnl5OE4_000013_000018,golf driving,climbing ladder,shooting goal (soccer),golf driving,playing volleyball,dribbling basketball,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/golf driving/CjXn0c_XvDE_000044_000051,golf driving,golf driving,playing volleyball,punching person (boxing),skipping rope,skiing slalom,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/hurdling/svnmmn-sYTs_000000_000003,hurdling,hurdling,eating ice cream,skiing (not slalom or crosscountry),tying tie,hitting baseball,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/hurdling/Wy7qUxpzmzM_000004_000010,hurdling,sweeping floor,skipping rope,juggling soccer ball,hurdling,juggling balls,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/hurdling/HHvryR3MtRg_000000_000005,hurdling,playing basketball,hurdling,juggling balls,shooting goal (soccer),smoking,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/dunking basketball/duC8ZXFfo9k_000120_000124,dunking basketball,climbing ladder,deadlifting,clean and jerk,dunking basketball,writing,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/dunking basketball/v0fHvZxWUqk_000004_000006,dunking basketball,catching or throwing baseball,dunking basketball,playing violin,drinking,cleaning windows,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing guitar/BjPzEu7Phuc_000002_000004,playing guitar,hitting baseball,playing guitar,skiing (not slalom or crosscountry),playing piano,skiing slalom,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing guitar/HXldFQk7lv8_000170_000172,playing guitar,surfing water,playing guitar,skipping rope,eating ice cream,bowling,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing guitar/R1dW8M4EqYY_000156_000162,playing guitar,playing guitar,shooting goal (soccer),playing accordion,hitting baseball,canoeing or kayaking,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing guitar/XmoOJuF2kZ8_000314_000318,playing guitar,brushing teeth,reading newspaper,playing guitar,bowling,driving car,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/bowling/RY7s2xwD5Pk_000002_000007,bowling,dribbling basketball,reading book,playing saxophone,dunking basketball,bowling,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/bowling/5_R9jYis68Y_000021_000031,bowling,eating cake,brushing hair,bowling,playing accordion,driving car,3,E,False
/n/fs/visualai-scr/Data/Mimetics2/bowling/HeDQh6MQ8_E_000027_000030,bowling,clean and jerk,bowling,brushing teeth,eating cake,playing volleyball,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing saxophone/RKCpr9cZUBQ_000015_000020,playing saxophone,playing piano,playing saxophone,juggling soccer ball,dunking basketball,skiing (not slalom or crosscountry),2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing saxophone/_wxtgv2k1c0_000107_000112,playing saxophone,golf driving,playing accordion,eating ice cream,flying kite,playing saxophone,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing saxophone/3gXpyjOawoM_000025_000032,playing saxophone,climbing a rope,brushing teeth,driving car,playing saxophone,sword fighting,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing saxophone/kfRWbynDGu8_000096_000103,playing saxophone,sword fighting,brushing hair,climbing ladder,bowling,playing saxophone,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/2OYAboBWNRc_000059_000069,brushing teeth,walking the dog,punching person (boxing),brushing teeth,driving car,playing violin,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/1lukUCL5pS4_000091_000101,brushing teeth,eating cake,brushing teeth,climbing ladder,shooting basketball,brushing hair,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/Es0RP4KFhxM_000010_000013,brushing teeth,brushing hair,writing,shooting basketball,brushing teeth,golf driving,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/playing basketball/L4lqtPwU5vY_000095_000096,playing basketball,smoking,playing basketball,reading book,playing piano,brushing hair,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing basketball/7zzLN3ZNQEI_000000_000010,playing basketball,shooting basketball,clean and jerk,climbing a rope,playing basketball,juggling soccer ball,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing basketball/gW2qYxCB-0g_000004_000006,playing basketball,skiing (not slalom or crosscountry),playing tennis,opening bottle,playing basketball,eating ice cream,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/playing basketball/L4lqtPwU5vY_000081_000086,playing basketball,playing piano,climbing ladder,juggling balls,playing basketball,punching person (boxing),4,D,True
/n/fs/visualai-scr/Data/Mimetics2/tying tie/8FtwAj8XQ7o_000230_000240,tying tie,tying tie,brushing hair,sword fighting,walking the dog,golf driving,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/tying tie/dbPOVCeb8dU_000283_000284,tying tie,drinking,brushing hair,playing volleyball,brushing teeth,tying tie,5,D,False
/n/fs/visualai-scr/Data/Mimetics2/skiing slalom/j734kxPTeD8_000257_000267,skiing slalom,canoeing or kayaking,hurdling,punching person (boxing),brushing hair,skiing slalom,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/skiing slalom/SdY0GFiME2c_000075_000081,skiing slalom,surfing water,shooting goal (soccer),skiing (not slalom or crosscountry),skiing slalom,juggling soccer ball,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/ZZheLvdGg38_000130_000132,brushing hair,brushing hair,drinking,playing volleyball,cleaning windows,punching person (boxing),1,A,True
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/37R1c2TOoCY_000100_000109,brushing hair,punching person (boxing),sword fighting,catching or throwing frisbee,brushing hair,shooting basketball,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/8FtwAj8XQ7o_000206_000208,brushing hair,brushing hair,juggling balls,playing trumpet,shooting basketball,opening bottle,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/UbdK6pKQnSQ_000110_000113,brushing hair,shooting goal (soccer),brushing hair,playing bass guitar,bowling,juggling soccer ball,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/ABBJ5QGrMlI_000098_000101,brushing hair,shooting basketball,playing saxophone,brushing hair,playing basketball,surfing water,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/punching person (boxing)/9qUKSCHQ3z0_000057_000059,punching person (boxing),skiing (not slalom or crosscountry),dribbling basketball,climbing ladder,punching person (boxing),playing tennis,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/punching person (boxing)/bOkmovhjL2M_000034_000037,punching person (boxing),playing bass guitar,punching person (boxing),juggling soccer ball,opening bottle,climbing ladder,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/punching person (boxing)/TGhDWDW7WhY_000164_000166,punching person (boxing),playing guitar,sword fighting,punching person (boxing),writing,catching or throwing frisbee,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/punching person (boxing)/SHVMWGGAkGQ_000096_000100,punching person (boxing),dunking basketball,catching or throwing baseball,punching person (boxing),sweeping floor,playing piano,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/playing accordion/s--xTEYCHUo_000090_000100,playing accordion,driving car,sword fighting,cleaning windows,playing accordion,playing violin,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing accordion/HNNBPNQwh8E_000008_000010,playing accordion,playing piano,juggling balls,playing accordion,surfing water,tying tie,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/playing accordion/J72oxMhjf1Y_000037_000041,playing accordion,hurdling,sword fighting,playing accordion,skiing slalom,bowling,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/archery/0zFbEjoGlhc_000014_000024,archery,archery,shooting goal (soccer),hitting baseball,tying tie,smoking,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/archery/qOOs5bnc25g_000012_000015,archery,archery,skiing (not slalom or crosscountry),flying kite,deadlifting,brushing teeth,1,B,False
/n/fs/visualai-scr/Data/Mimetics2/archery/SdY0GFiME2c_000393_000395,archery,climbing a rope,deadlifting,climbing ladder,surfing water,archery,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/archery/N4WKMa_KKYc_000023_000024,archery,playing guitar,archery,juggling soccer ball,hitting baseball,skiing (not slalom or crosscountry),2,E,False
/n/fs/visualai-scr/Data/Mimetics2/archery/AHMNZopmQBQ_000071_000074,archery,catching or throwing frisbee,punching person (boxing),playing saxophone,archery,playing piano,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing frisbee/-7MNk_seKxo_000000_000006,catching or throwing frisbee,catching or throwing frisbee,eating ice cream,brushing hair,reading book,cleaning windows,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing frisbee/ItllLoYW1Og_000028_000030,catching or throwing frisbee,shooting basketball,dunking basketball,skiing slalom,catching or throwing frisbee,playing saxophone,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing frisbee/P-gHg3cUU2A_000046_000047,catching or throwing frisbee,climbing ladder,punching person (boxing),playing trumpet,catching or throwing frisbee,writing,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/drinking/7by8NBSszwk_000019_000026,drinking,playing trumpet,drinking,canoeing or kayaking,playing violin,opening bottle,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/drinking/Oa3GfbRU67E_000165_000167,drinking,drinking,golf driving,skiing slalom,punching person (boxing),driving car,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/drinking/5r3Z45QAmxI_000271_000276,drinking,drinking,playing tennis,dunking basketball,smoking,shooting basketball,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/drinking/n7ew4qIamfA_000053_000055,drinking,drinking,clean and jerk,punching person (boxing),surfing water,shooting basketball,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/drinking/svY2E5YUUxc_000049_000059,drinking,hurdling,playing violin,drinking,hitting baseball,climbing a rope,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/drinking/gYZbufD61Og_000085_000092,drinking,climbing a rope,drinking,punching person (boxing),juggling soccer ball,playing bass guitar,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/drinking/xQs2G_09NxU_000065_000067,drinking,drinking,dunking basketball,juggling soccer ball,playing violin,opening bottle,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/reading book/11EMLAs8D_A_000410_000414,reading book,canoeing or kayaking,playing guitar,skiing slalom,dribbling basketball,reading book,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/reading book/S-E3rlSsrz0_000023_000028,reading book,reading book,skipping rope,drinking,brushing teeth,climbing ladder,1,B,False
/n/fs/visualai-scr/Data/Mimetics2/reading book/qdznL4VyV10_000033_000038,reading book,playing tennis,brushing teeth,clean and jerk,reading book,playing accordion,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/eating ice cream/T2gTIworsLk_000049_000050,eating ice cream,eating ice cream,playing bass guitar,shooting goal (soccer),skiing slalom,hurdling,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/eating ice cream/37R1c2TOoCY_000146_000151,eating ice cream,clean and jerk,writing,sweeping floor,playing tennis,eating ice cream,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/flying kite/VwDR7DvX4PE_000010_000020,flying kite,playing violin,playing bass guitar,brushing teeth,catching or throwing baseball,flying kite,5,D,False
/n/fs/visualai-scr/Data/Mimetics2/flying kite/_JYwMtF5UzA_000000_000010,flying kite,climbing a rope,flying kite,sword fighting,eating ice cream,hitting baseball,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/flying kite/OXg_ybIJYuE_000048_000057,flying kite,catching or throwing frisbee,surfing water,playing bass guitar,clean and jerk,flying kite,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/sweeping floor/L4lqtPwU5vY_000162_000166,sweeping floor,driving car,canoeing or kayaking,sweeping floor,playing saxophone,skipping rope,3,E,False
/n/fs/visualai-scr/Data/Mimetics2/sweeping floor/Vx0iQQWYaB0_000016_000018,sweeping floor,skiing (not slalom or crosscountry),walking the dog,sweeping floor,playing trumpet,playing guitar,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/sweeping floor/K1MQX20MHE4_000000_000010,sweeping floor,sweeping floor,brushing teeth,catching or throwing baseball,smoking,hitting baseball,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/walking the dog/K2Ny4BjAc1o_000000_000007,walking the dog,catching or throwing baseball,walking the dog,climbing a rope,dribbling basketball,playing basketball,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/walking the dog/ZTjXEV-mvgY_000011_000014,walking the dog,archery,writing,walking the dog,shooting basketball,reading newspaper,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/walking the dog/-N5zNXtTF-E_000015_000018,walking the dog,climbing ladder,walking the dog,eating ice cream,skiing (not slalom or crosscountry),reading book,2,D,False
/n/fs/visualai-scr/Data/Mimetics2/skipping rope/zvR84iiKECs_000157_000161,skipping rope,shooting goal (soccer),dunking basketball,dribbling basketball,skipping rope,opening bottle,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/skipping rope/FrSYiqa_eiA_000028_000038,skipping rope,flying kite,sword fighting,skipping rope,surfing water,shooting goal (soccer),3,C,True
/n/fs/visualai-scr/Data/Mimetics2/skipping rope/ldDONms8lAI_000000_000006,skipping rope,sweeping floor,driving car,reading newspaper,skipping rope,brushing hair,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/clean and jerk/rn4TUxN67XY_000075_000085,clean and jerk,playing saxophone,clean and jerk,playing piano,writing,surfing water,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/clean and jerk/PGEtxyw3wog_000000_000005,clean and jerk,reading newspaper,playing guitar,archery,skiing slalom,clean and jerk,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/clean and jerk/SdY0GFiME2c_000410_000415,clean and jerk,playing bass guitar,clean and jerk,canoeing or kayaking,skiing slalom,reading book,2,B,True
